Node_A,Node_B,Total_Weight,Source_Breakdown
MIND_CONCEPT,ptitv bodhisattvasya,1,Prajnaparamita-:1
MIND_CONCEPT,vara relies,1,Prajnaparamita-:1
apr ptitv,vara stitv,1,Prajnaparamita-:1
ROOT_ACCESS,vara stitv,1,Prajnaparamita-:1
riputra apr,vara stitv,1,Prajnaparamita-:1
-nirv -pr,vara stitv,1,Prajnaparamita-:1
dwells,vara stitv,1,Prajnaparamita-:1
non -attainments,vara stitv,1,Prajnaparamita-:1
praj ramit,vara stitv,1,Prajnaparamita-:1
tremble vipary,vara stitv,1,Prajnaparamita-:1
tasm riputra,vara stitv,1,Prajnaparamita-:1
ritya viharaty,vara stitv,1,Prajnaparamita-:1
-attainments praj,vara stitv,1,Prajnaparamita-:1
vara stitv,vipary -atikr,1,Prajnaparamita-:1
-to-be non,vara stitv,1,Prajnaparamita-:1
atrastro unobstructed,vara stitv,1,Prajnaparamita-:1
citt vara,vara stitv,1,Prajnaparamita-:1
stitv atrastro,vara stitv,1,Prajnaparamita-:1
vara stitv,viharaty acitt,1,Prajnaparamita-:1
-pr pta,vara stitv,1,Prajnaparamita-:1
ptitv bodhisattvasya,vara stitv,1,Prajnaparamita-:1
vara relies,vara stitv,1,Prajnaparamita-:1
ROOT_ACCESS,apr ptitv,1,Prajnaparamita-:1
apr ptitv,riputra apr,1,Prajnaparamita-:1
-nirv -pr,apr ptitv,1,Prajnaparamita-:1
apr ptitv,dwells,1,Prajnaparamita-:1
apr ptitv,non -attainments,1,Prajnaparamita-:1
apr ptitv,praj ramit,1,Prajnaparamita-:1
apr ptitv,tremble vipary,1,Prajnaparamita-:1
apr ptitv,tasm riputra,1,Prajnaparamita-:1
apr ptitv,ritya viharaty,1,Prajnaparamita-:1
-attainments praj,apr ptitv,1,Prajnaparamita-:1
apr ptitv,vipary -atikr,1,Prajnaparamita-:1
-to-be non,apr ptitv,1,Prajnaparamita-:1
apr ptitv,atrastro unobstructed,1,Prajnaparamita-:1
apr ptitv,citt vara,1,Prajnaparamita-:1
apr ptitv,stitv atrastro,1,Prajnaparamita-:1
apr ptitv,viharaty acitt,1,Prajnaparamita-:1
-pr pta,apr ptitv,1,Prajnaparamita-:1
apr ptitv,ptitv bodhisattvasya,1,Prajnaparamita-:1
apr ptitv,vara relies,1,Prajnaparamita-:1
ROOT_ACCESS,riputra apr,1,Prajnaparamita-:1
-nirv -pr,ROOT_ACCESS,1,Prajnaparamita-:1
ROOT_ACCESS,dwells,1,Prajnaparamita-:1
ROOT_ACCESS,non -attainments,1,Prajnaparamita-:1
ROOT_ACCESS,tremble vipary,1,Prajnaparamita-:1
ROOT_ACCESS,ritya viharaty,1,Prajnaparamita-:1
-attainments praj,ROOT_ACCESS,1,Prajnaparamita-:1
ROOT_ACCESS,vipary -atikr,1,Prajnaparamita-:1
-to-be non,ROOT_ACCESS,1,Prajnaparamita-:1
ROOT_ACCESS,atrastro unobstructed,1,Prajnaparamita-:1
ROOT_ACCESS,citt vara,1,Prajnaparamita-:1
ROOT_ACCESS,stitv atrastro,1,Prajnaparamita-:1
ROOT_ACCESS,viharaty acitt,1,Prajnaparamita-:1
-pr pta,ROOT_ACCESS,1,Prajnaparamita-:1
ROOT_ACCESS,ptitv bodhisattvasya,1,Prajnaparamita-:1
ROOT_ACCESS,vara relies,1,Prajnaparamita-:1
-nirv -pr,riputra apr,1,Prajnaparamita-:1
dwells,riputra apr,1,Prajnaparamita-:1
non -attainments,riputra apr,1,Prajnaparamita-:1
praj ramit,riputra apr,1,Prajnaparamita-:1
riputra apr,tremble vipary,1,Prajnaparamita-:1
riputra apr,tasm riputra,1,Prajnaparamita-:1
riputra apr,ritya viharaty,1,Prajnaparamita-:1
-attainments praj,riputra apr,1,Prajnaparamita-:1
riputra apr,vipary -atikr,1,Prajnaparamita-:1
-to-be non,riputra apr,1,Prajnaparamita-:1
atrastro unobstructed,riputra apr,1,Prajnaparamita-:1
citt vara,riputra apr,1,Prajnaparamita-:1
riputra apr,stitv atrastro,1,Prajnaparamita-:1
riputra apr,viharaty acitt,1,Prajnaparamita-:1
-pr pta,riputra apr,1,Prajnaparamita-:1
ptitv bodhisattvasya,riputra apr,1,Prajnaparamita-:1
riputra apr,vara relies,1,Prajnaparamita-:1
-nirv -pr,dwells,1,Prajnaparamita-:1
-nirv -pr,non -attainments,1,Prajnaparamita-:1
-nirv -pr,praj ramit,1,Prajnaparamita-:1
-nirv -pr,tremble vipary,1,Prajnaparamita-:1
-nirv -pr,tasm riputra,1,Prajnaparamita-:1
-nirv -pr,ritya viharaty,1,Prajnaparamita-:1
-attainments praj,-nirv -pr,1,Prajnaparamita-:1
-nirv -pr,vipary -atikr,1,Prajnaparamita-:1
-nirv -pr,-to-be non,1,Prajnaparamita-:1
-nirv -pr,atrastro unobstructed,1,Prajnaparamita-:1
-nirv -pr,citt vara,1,Prajnaparamita-:1
-nirv -pr,stitv atrastro,1,Prajnaparamita-:1
-nirv -pr,viharaty acitt,1,Prajnaparamita-:1
-nirv -pr,-pr pta,1,Prajnaparamita-:1
-nirv -pr,ptitv bodhisattvasya,1,Prajnaparamita-:1
-nirv -pr,vara relies,1,Prajnaparamita-:1
dwells,non -attainments,1,Prajnaparamita-:1
dwells,praj ramit,1,Prajnaparamita-:1
dwells,tremble vipary,1,Prajnaparamita-:1
dwells,tasm riputra,1,Prajnaparamita-:1
dwells,ritya viharaty,1,Prajnaparamita-:1
-attainments praj,dwells,1,Prajnaparamita-:1
dwells,vipary -atikr,1,Prajnaparamita-:1
-to-be non,dwells,1,Prajnaparamita-:1
atrastro unobstructed,dwells,1,Prajnaparamita-:1
citt vara,dwells,1,Prajnaparamita-:1
dwells,stitv atrastro,1,Prajnaparamita-:1
dwells,viharaty acitt,1,Prajnaparamita-:1
-pr pta,dwells,1,Prajnaparamita-:1
dwells,ptitv bodhisattvasya,1,Prajnaparamita-:1
dwells,vara relies,1,Prajnaparamita-:1
non -attainments,praj ramit,1,Prajnaparamita-:1
non -attainments,tremble vipary,1,Prajnaparamita-:1
non -attainments,tasm riputra,1,Prajnaparamita-:1
non -attainments,ritya viharaty,1,Prajnaparamita-:1
-attainments praj,non -attainments,1,Prajnaparamita-:1
non -attainments,vipary -atikr,1,Prajnaparamita-:1
-to-be non,non -attainments,1,Prajnaparamita-:1
atrastro unobstructed,non -attainments,1,Prajnaparamita-:1
citt vara,non -attainments,1,Prajnaparamita-:1
non -attainments,stitv atrastro,1,Prajnaparamita-:1
non -attainments,viharaty acitt,1,Prajnaparamita-:1
-pr pta,non -attainments,1,Prajnaparamita-:1
non -attainments,ptitv bodhisattvasya,1,Prajnaparamita-:1
non -attainments,vara relies,1,Prajnaparamita-:1
praj ramit,tremble vipary,1,Prajnaparamita-:1
praj ramit,tasm riputra,1,Prajnaparamita-:1
praj ramit,ritya viharaty,1,Prajnaparamita-:1
-attainments praj,praj ramit,1,Prajnaparamita-:1
praj ramit,vipary -atikr,1,Prajnaparamita-:1
-to-be non,praj ramit,1,Prajnaparamita-:1
atrastro unobstructed,praj ramit,1,Prajnaparamita-:1
citt vara,praj ramit,1,Prajnaparamita-:1
praj ramit,stitv atrastro,1,Prajnaparamita-:1
praj ramit,viharaty acitt,1,Prajnaparamita-:1
-pr pta,praj ramit,1,Prajnaparamita-:1
praj ramit,ptitv bodhisattvasya,1,Prajnaparamita-:1
praj ramit,vara relies,1,Prajnaparamita-:1
tasm riputra,tremble vipary,1,Prajnaparamita-:1
ritya viharaty,tremble vipary,1,Prajnaparamita-:1
-attainments praj,tremble vipary,1,Prajnaparamita-:1
tremble vipary,vipary -atikr,1,Prajnaparamita-:1
-to-be non,tremble vipary,1,Prajnaparamita-:1
atrastro unobstructed,tremble vipary,1,Prajnaparamita-:1
citt vara,tremble vipary,1,Prajnaparamita-:1
stitv atrastro,tremble vipary,1,Prajnaparamita-:1
tremble vipary,viharaty acitt,1,Prajnaparamita-:1
-pr pta,tremble vipary,1,Prajnaparamita-:1
ptitv bodhisattvasya,tremble vipary,1,Prajnaparamita-:1
tremble vipary,vara relies,1,Prajnaparamita-:1
ritya viharaty,tasm riputra,1,Prajnaparamita-:1
-attainments praj,tasm riputra,1,Prajnaparamita-:1
tasm riputra,vipary -atikr,1,Prajnaparamita-:1
-to-be non,tasm riputra,1,Prajnaparamita-:1
atrastro unobstructed,tasm riputra,1,Prajnaparamita-:1
citt vara,tasm riputra,1,Prajnaparamita-:1
stitv atrastro,tasm riputra,1,Prajnaparamita-:1
tasm riputra,viharaty acitt,1,Prajnaparamita-:1
-pr pta,tasm riputra,1,Prajnaparamita-:1
ptitv bodhisattvasya,tasm riputra,1,Prajnaparamita-:1
tasm riputra,vara relies,1,Prajnaparamita-:1
-attainments praj,ritya viharaty,1,Prajnaparamita-:1
ritya viharaty,vipary -atikr,1,Prajnaparamita-:1
-to-be non,ritya viharaty,1,Prajnaparamita-:1
atrastro unobstructed,ritya viharaty,1,Prajnaparamita-:1
citt vara,ritya viharaty,1,Prajnaparamita-:1
ritya viharaty,stitv atrastro,1,Prajnaparamita-:1
ritya viharaty,viharaty acitt,1,Prajnaparamita-:1
-pr pta,ritya viharaty,1,Prajnaparamita-:1
ptitv bodhisattvasya,ritya viharaty,1,Prajnaparamita-:1
ritya viharaty,vara relies,1,Prajnaparamita-:1
-attainments praj,vipary -atikr,1,Prajnaparamita-:1
-attainments praj,-to-be non,1,Prajnaparamita-:1
-attainments praj,atrastro unobstructed,1,Prajnaparamita-:1
-attainments praj,citt vara,1,Prajnaparamita-:1
-attainments praj,stitv atrastro,1,Prajnaparamita-:1
-attainments praj,viharaty acitt,1,Prajnaparamita-:1
-attainments praj,-pr pta,1,Prajnaparamita-:1
-attainments praj,ptitv bodhisattvasya,1,Prajnaparamita-:1
-attainments praj,vara relies,1,Prajnaparamita-:1
-to-be non,vipary -atikr,1,Prajnaparamita-:1
atrastro unobstructed,vipary -atikr,1,Prajnaparamita-:1
citt vara,vipary -atikr,1,Prajnaparamita-:1
stitv atrastro,vipary -atikr,1,Prajnaparamita-:1
viharaty acitt,vipary -atikr,1,Prajnaparamita-:1
-pr pta,vipary -atikr,1,Prajnaparamita-:1
ptitv bodhisattvasya,vipary -atikr,1,Prajnaparamita-:1
vara relies,vipary -atikr,1,Prajnaparamita-:1
-to-be non,atrastro unobstructed,1,Prajnaparamita-:1
-to-be non,citt vara,1,Prajnaparamita-:1
-to-be non,stitv atrastro,1,Prajnaparamita-:1
-to-be non,viharaty acitt,1,Prajnaparamita-:1
-pr pta,-to-be non,1,Prajnaparamita-:1
-to-be non,ptitv bodhisattvasya,1,Prajnaparamita-:1
-to-be non,vara relies,1,Prajnaparamita-:1
atrastro unobstructed,citt vara,1,Prajnaparamita-:1
atrastro unobstructed,stitv atrastro,1,Prajnaparamita-:1
atrastro unobstructed,viharaty acitt,1,Prajnaparamita-:1
-pr pta,atrastro unobstructed,1,Prajnaparamita-:1
atrastro unobstructed,ptitv bodhisattvasya,1,Prajnaparamita-:1
atrastro unobstructed,vara relies,1,Prajnaparamita-:1
citt vara,stitv atrastro,1,Prajnaparamita-:1
citt vara,viharaty acitt,1,Prajnaparamita-:1
-pr pta,citt vara,1,Prajnaparamita-:1
citt vara,ptitv bodhisattvasya,1,Prajnaparamita-:1
citt vara,vara relies,1,Prajnaparamita-:1
stitv atrastro,viharaty acitt,1,Prajnaparamita-:1
-pr pta,stitv atrastro,1,Prajnaparamita-:1
ptitv bodhisattvasya,stitv atrastro,1,Prajnaparamita-:1
stitv atrastro,vara relies,1,Prajnaparamita-:1
-pr pta,viharaty acitt,1,Prajnaparamita-:1
ptitv bodhisattvasya,viharaty acitt,1,Prajnaparamita-:1
vara relies,viharaty acitt,1,Prajnaparamita-:1
-pr pta,ptitv bodhisattvasya,1,Prajnaparamita-:1
-pr pta,vara relies,1,Prajnaparamita-:1
ptitv bodhisattvasya,vara relies,1,Prajnaparamita-:1
attains state,opposition attains,1,Prajnaparamita-:1
opposition attains,state nirv,1,Prajnaparamita-:1
opposition attains,overcoming opposition,1,Prajnaparamita-:1
attains state,state nirv,1,Prajnaparamita-:1
attains state,overcoming opposition,1,Prajnaparamita-:1
overcoming opposition,state nirv,1,Prajnaparamita-:1
abiding three,times praj,1,Prajnaparamita-:1
-vyavasthit sarva,times praj,1,Prajnaparamita-:1
praj ramit,times praj,1,Prajnaparamita-:1
ritya relying,times praj,1,Prajnaparamita-:1
buddhas abiding,times praj,1,Prajnaparamita-:1
anuttar samyaksambodhim,times praj,1,Prajnaparamita-:1
times praj,tryadhva -vyavasthit,1,Prajnaparamita-:1
three times,times praj,1,Prajnaparamita-:1
samyaksambodhim abhisambuddh,times praj,1,Prajnaparamita-:1
ramit ritya,times praj,1,Prajnaparamita-:1
ROOT_ACCESS,times praj,1,Prajnaparamita-:1
-buddh buddhas,times praj,1,Prajnaparamita-:1
sarva -buddh,times praj,1,Prajnaparamita-:1
-vyavasthit sarva,abiding three,1,Prajnaparamita-:1
abiding three,praj ramit,1,Prajnaparamita-:1
abiding three,ritya relying,1,Prajnaparamita-:1
abiding three,buddhas abiding,1,Prajnaparamita-:1
abiding three,anuttar samyaksambodhim,1,Prajnaparamita-:1
abiding three,tryadhva -vyavasthit,1,Prajnaparamita-:1
abiding three,three times,1,Prajnaparamita-:1
abiding three,samyaksambodhim abhisambuddh,1,Prajnaparamita-:1
abiding three,ramit ritya,1,Prajnaparamita-:1
ROOT_ACCESS,abiding three,1,Prajnaparamita-:1
-buddh buddhas,abiding three,1,Prajnaparamita-:1
abiding three,sarva -buddh,1,Prajnaparamita-:1
-vyavasthit sarva,praj ramit,1,Prajnaparamita-:1
-vyavasthit sarva,ritya relying,1,Prajnaparamita-:1
-vyavasthit sarva,buddhas abiding,1,Prajnaparamita-:1
-vyavasthit sarva,anuttar samyaksambodhim,1,Prajnaparamita-:1
-vyavasthit sarva,tryadhva -vyavasthit,1,Prajnaparamita-:1
-vyavasthit sarva,three times,1,Prajnaparamita-:1
-vyavasthit sarva,samyaksambodhim abhisambuddh,1,Prajnaparamita-:1
-vyavasthit sarva,ramit ritya,1,Prajnaparamita-:1
-vyavasthit sarva,ROOT_ACCESS,1,Prajnaparamita-:1
-buddh buddhas,-vyavasthit sarva,1,Prajnaparamita-:1
-vyavasthit sarva,sarva -buddh,1,Prajnaparamita-:1
praj ramit,ritya relying,1,Prajnaparamita-:1
buddhas abiding,praj ramit,1,Prajnaparamita-:1
anuttar samyaksambodhim,praj ramit,1,Prajnaparamita-:1
praj ramit,tryadhva -vyavasthit,1,Prajnaparamita-:1
praj ramit,three times,1,Prajnaparamita-:1
praj ramit,samyaksambodhim abhisambuddh,1,Prajnaparamita-:1
-buddh buddhas,praj ramit,1,Prajnaparamita-:1
praj ramit,sarva -buddh,1,Prajnaparamita-:1
buddhas abiding,ritya relying,1,Prajnaparamita-:1
anuttar samyaksambodhim,ritya relying,1,Prajnaparamita-:1
ritya relying,tryadhva -vyavasthit,1,Prajnaparamita-:1
ritya relying,three times,1,Prajnaparamita-:1
ritya relying,samyaksambodhim abhisambuddh,1,Prajnaparamita-:1
ramit ritya,ritya relying,1,Prajnaparamita-:1
ROOT_ACCESS,ritya relying,1,Prajnaparamita-:1
-buddh buddhas,ritya relying,1,Prajnaparamita-:1
ritya relying,sarva -buddh,1,Prajnaparamita-:1
anuttar samyaksambodhim,buddhas abiding,1,Prajnaparamita-:1
buddhas abiding,tryadhva -vyavasthit,1,Prajnaparamita-:1
buddhas abiding,three times,1,Prajnaparamita-:1
buddhas abiding,samyaksambodhim abhisambuddh,1,Prajnaparamita-:1
buddhas abiding,ramit ritya,1,Prajnaparamita-:1
ROOT_ACCESS,buddhas abiding,1,Prajnaparamita-:1
-buddh buddhas,buddhas abiding,1,Prajnaparamita-:1
buddhas abiding,sarva -buddh,1,Prajnaparamita-:1
anuttar samyaksambodhim,tryadhva -vyavasthit,1,Prajnaparamita-:1
anuttar samyaksambodhim,three times,1,Prajnaparamita-:1
anuttar samyaksambodhim,samyaksambodhim abhisambuddh,1,Prajnaparamita-:1
anuttar samyaksambodhim,ramit ritya,1,Prajnaparamita-:1
ROOT_ACCESS,anuttar samyaksambodhim,1,Prajnaparamita-:1
-buddh buddhas,anuttar samyaksambodhim,1,Prajnaparamita-:1
anuttar samyaksambodhim,sarva -buddh,1,Prajnaparamita-:1
three times,tryadhva -vyavasthit,1,Prajnaparamita-:1
samyaksambodhim abhisambuddh,tryadhva -vyavasthit,1,Prajnaparamita-:1
ramit ritya,tryadhva -vyavasthit,1,Prajnaparamita-:1
ROOT_ACCESS,tryadhva -vyavasthit,1,Prajnaparamita-:1
-buddh buddhas,tryadhva -vyavasthit,1,Prajnaparamita-:1
sarva -buddh,tryadhva -vyavasthit,1,Prajnaparamita-:1
samyaksambodhim abhisambuddh,three times,1,Prajnaparamita-:1
ramit ritya,three times,1,Prajnaparamita-:1
ROOT_ACCESS,three times,1,Prajnaparamita-:1
-buddh buddhas,three times,1,Prajnaparamita-:1
sarva -buddh,three times,1,Prajnaparamita-:1
ramit ritya,samyaksambodhim abhisambuddh,1,Prajnaparamita-:1
ROOT_ACCESS,samyaksambodhim abhisambuddh,1,Prajnaparamita-:1
-buddh buddhas,samyaksambodhim abhisambuddh,1,Prajnaparamita-:1
samyaksambodhim abhisambuddh,sarva -buddh,1,Prajnaparamita-:1
-buddh buddhas,ramit ritya,1,Prajnaparamita-:1
ramit ritya,sarva -buddh,1,Prajnaparamita-:1
-buddh buddhas,ROOT_ACCESS,1,Prajnaparamita-:1
ROOT_ACCESS,sarva -buddh,1,Prajnaparamita-:1
-buddh buddhas,sarva -buddh,1,Prajnaparamita-:1
awaken unsurpassed,perfect complete,1,Prajnaparamita-:1
ROOT_ACCESS,awaken unsurpassed,1,Prajnaparamita-:1
awaken unsurpassed,fully awaken,1,Prajnaparamita-:1
awaken unsurpassed,unsurpassed perfect,1,Prajnaparamita-:1
ROOT_ACCESS,perfect complete,1,Prajnaparamita-:1
fully awaken,perfect complete,1,Prajnaparamita-:1
perfect complete,unsurpassed perfect,1,Prajnaparamita-:1
ROOT_ACCESS,fully awaken,1,Prajnaparamita-:1
ROOT_ACCESS,unsurpassed perfect,1,Prajnaparamita-:1
fully awaken,unsurpassed perfect,1,Prajnaparamita-:1
mah -vidy,mantra unmatched,1,Prajnaparamita-:1
-mantra great,mantra unmatched,1,Prajnaparamita-:1
mantra sarva,mantra unmatched,1,Prajnaparamita-:1
mantra mah,mantra unmatched,1,Prajnaparamita-:1
kha pra,mantra unmatched,1,Prajnaparamita-:1
mantra unmatched,mantra unsurpassed,1,Prajnaparamita-:1
mantra unmatched,mantro nuttara,1,Prajnaparamita-:1
mantra unmatched,ramit mah,1,Prajnaparamita-:1
mantra unmatched,pra amana,1,Prajnaparamita-:1
ROOT_ACCESS,mantra unmatched,1,Prajnaparamita-:1
great mantra,mantra unmatched,1,Prajnaparamita-:1
mantra unmatched,unsurpassed mantra,1,Prajnaparamita-:1
mantra unmatched,satyam amithyatv,1,Prajnaparamita-:1
mantra unmatched,praj ramit,1,Prajnaparamita-:1
mantra unmatched,nuttara -mantro,1,Prajnaparamita-:1
heart,mantra unmatched,1,Prajnaparamita-:1
mantra unmatched,tavyam praj,1,Prajnaparamita-:1
mah -mantro,mantra unmatched,1,Prajnaparamita-:1
mantra unmatched,sarva kha,1,Prajnaparamita-:1
-mantro samasama,mantra unmatched,1,Prajnaparamita-:1
amana satyam,mantra unmatched,1,Prajnaparamita-:1
-vidy mantro,mantra unmatched,1,Prajnaparamita-:1
-mantro know,mantra unmatched,1,Prajnaparamita-:1
great scientific,mantra unmatched,1,Prajnaparamita-:1
mantra unmatched,unmatched mantra,1,Prajnaparamita-:1
mantra unmatched,tasm tavyam,1,Prajnaparamita-:1
mantra unmatched,samasama -mantra,1,Prajnaparamita-:1
mantra unmatched,scientific mantra,1,Prajnaparamita-:1
-mantra great,mah -vidy,1,Prajnaparamita-:1
mah -vidy,mantra sarva,1,Prajnaparamita-:1
mah -vidy,mantra mah,1,Prajnaparamita-:1
kha pra,mah -vidy,1,Prajnaparamita-:1
mah -vidy,mantra unsurpassed,1,Prajnaparamita-:1
mah -vidy,mantro nuttara,1,Prajnaparamita-:1
mah -vidy,ramit mah,1,Prajnaparamita-:1
mah -vidy,pra amana,1,Prajnaparamita-:1
ROOT_ACCESS,mah -vidy,1,Prajnaparamita-:1
great mantra,mah -vidy,1,Prajnaparamita-:1
mah -vidy,unsurpassed mantra,1,Prajnaparamita-:1
mah -vidy,satyam amithyatv,1,Prajnaparamita-:1
mah -vidy,praj ramit,1,Prajnaparamita-:1
mah -vidy,nuttara -mantro,1,Prajnaparamita-:1
heart,mah -vidy,1,Prajnaparamita-:1
mah -vidy,tavyam praj,1,Prajnaparamita-:1
mah -mantro,mah -vidy,1,Prajnaparamita-:1
mah -vidy,sarva kha,1,Prajnaparamita-:1
-mantro samasama,mah -vidy,1,Prajnaparamita-:1
amana satyam,mah -vidy,1,Prajnaparamita-:1
-vidy mantro,mah -vidy,1,Prajnaparamita-:1
-mantro know,mah -vidy,1,Prajnaparamita-:1
great scientific,mah -vidy,1,Prajnaparamita-:1
mah -vidy,unmatched mantra,1,Prajnaparamita-:1
mah -vidy,tasm tavyam,1,Prajnaparamita-:1
mah -vidy,samasama -mantra,1,Prajnaparamita-:1
mah -vidy,scientific mantra,1,Prajnaparamita-:1
-mantra great,mantra sarva,1,Prajnaparamita-:1
-mantra great,mantra mah,1,Prajnaparamita-:1
-mantra great,kha pra,1,Prajnaparamita-:1
-mantra great,mantra unsurpassed,1,Prajnaparamita-:1
-mantra great,mantro nuttara,1,Prajnaparamita-:1
-mantra great,ramit mah,1,Prajnaparamita-:1
-mantra great,pra amana,1,Prajnaparamita-:1
-mantra great,ROOT_ACCESS,1,Prajnaparamita-:1
-mantra great,great mantra,1,Prajnaparamita-:1
-mantra great,unsurpassed mantra,1,Prajnaparamita-:1
-mantra great,satyam amithyatv,1,Prajnaparamita-:1
-mantra great,praj ramit,1,Prajnaparamita-:1
-mantra great,nuttara -mantro,1,Prajnaparamita-:1
-mantra great,heart,1,Prajnaparamita-:1
-mantra great,tavyam praj,1,Prajnaparamita-:1
-mantra great,mah -mantro,1,Prajnaparamita-:1
-mantra great,sarva kha,1,Prajnaparamita-:1
-mantra great,-mantro samasama,1,Prajnaparamita-:1
-mantra great,amana satyam,1,Prajnaparamita-:1
-mantra great,-vidy mantro,1,Prajnaparamita-:1
-mantra great,-mantro know,1,Prajnaparamita-:1
-mantra great,great scientific,1,Prajnaparamita-:1
-mantra great,unmatched mantra,1,Prajnaparamita-:1
-mantra great,tasm tavyam,1,Prajnaparamita-:1
-mantra great,samasama -mantra,1,Prajnaparamita-:1
-mantra great,scientific mantra,1,Prajnaparamita-:1
mantra mah,mantra sarva,1,Prajnaparamita-:1
kha pra,mantra sarva,1,Prajnaparamita-:1
mantra sarva,mantra unsurpassed,1,Prajnaparamita-:1
mantra sarva,mantro nuttara,1,Prajnaparamita-:1
mantra sarva,ramit mah,1,Prajnaparamita-:1
mantra sarva,pra amana,1,Prajnaparamita-:1
ROOT_ACCESS,mantra sarva,1,Prajnaparamita-:1
great mantra,mantra sarva,1,Prajnaparamita-:1
mantra sarva,unsurpassed mantra,1,Prajnaparamita-:1
mantra sarva,satyam amithyatv,1,Prajnaparamita-:1
mantra sarva,praj ramit,1,Prajnaparamita-:1
mantra sarva,nuttara -mantro,1,Prajnaparamita-:1
heart,mantra sarva,1,Prajnaparamita-:1
mantra sarva,tavyam praj,1,Prajnaparamita-:1
mah -mantro,mantra sarva,1,Prajnaparamita-:1
mantra sarva,sarva kha,1,Prajnaparamita-:1
-mantro samasama,mantra sarva,1,Prajnaparamita-:1
amana satyam,mantra sarva,1,Prajnaparamita-:1
-vidy mantro,mantra sarva,1,Prajnaparamita-:1
-mantro know,mantra sarva,1,Prajnaparamita-:1
great scientific,mantra sarva,1,Prajnaparamita-:1
mantra sarva,unmatched mantra,1,Prajnaparamita-:1
mantra sarva,tasm tavyam,1,Prajnaparamita-:1
mantra sarva,samasama -mantra,1,Prajnaparamita-:1
mantra sarva,scientific mantra,1,Prajnaparamita-:1
kha pra,mantra mah,1,Prajnaparamita-:1
mantra mah,mantra unsurpassed,1,Prajnaparamita-:1
mantra mah,mantro nuttara,1,Prajnaparamita-:1
mantra mah,ramit mah,1,Prajnaparamita-:1
mantra mah,pra amana,1,Prajnaparamita-:1
ROOT_ACCESS,mantra mah,1,Prajnaparamita-:1
great mantra,mantra mah,1,Prajnaparamita-:1
mantra mah,unsurpassed mantra,1,Prajnaparamita-:1
mantra mah,satyam amithyatv,1,Prajnaparamita-:1
mantra mah,praj ramit,1,Prajnaparamita-:1
