Node_A,Node_B,Total_Weight,Source_Breakdown
recently found,see der,1,short)King K:1
fit berlin,see der,1,short)King K:1
belongs berlin,see der,1,short)King K:1
koptisch-gnostischen kodex,see der,1,short)King K:1
found leather,see der,1,short)King K:1
see der,suggested cover,1,short)King K:1
myriam krutzsch,see der,1,short)King K:1
codex suggested,der einband,1,short)King K:1
codex suggested,krutzsch giinter,1,short)King K:1
codex suggested,museum berlin,1,short)King K:1
codex suggested,cover belongs,1,short)King K:1
codex suggested,date fit,1,short)King K:1
codex suggested,papyrus berolinensis,1,short)King K:1
codex suggested,whose size,1,short)King K:1
codex see,codex suggested,1,short)King K:1
codex suggested,egyptian museum,1,short)King K:1
codex suggested,size date,1,short)King K:1
codex suggested,cover whose,1,short)King K:1
codex suggested,des koptisch-gnostischen,1,short)King K:1
codex suggested,einband des,1,short)King K:1
codex suggested,curators egyptian,1,short)King K:1
codex suggested,recently found,1,short)King K:1
codex suggested,fit berlin,1,short)King K:1
belongs berlin,codex suggested,1,short)King K:1
codex suggested,koptisch-gnostischen kodex,1,short)King K:1
codex suggested,found leather,1,short)King K:1
codex suggested,suggested cover,1,short)King K:1
codex suggested,myriam krutzsch,1,short)King K:1
der einband,krutzsch giinter,1,short)King K:1
der einband,museum berlin,1,short)King K:1
cover belongs,der einband,1,short)King K:1
date fit,der einband,1,short)King K:1
der einband,papyrus berolinensis,2,short)King K:2
der einband,whose size,1,short)King K:1
codex see,der einband,1,short)King K:1
der einband,egyptian museum,1,short)King K:1
der einband,size date,1,short)King K:1
cover whose,der einband,1,short)King K:1
der einband,des koptisch-gnostischen,1,short)King K:1
der einband,einband des,2,short)King K:2
curators egyptian,der einband,1,short)King K:1
der einband,recently found,1,short)King K:1
der einband,fit berlin,1,short)King K:1
belongs berlin,der einband,1,short)King K:1
der einband,koptisch-gnostischen kodex,1,short)King K:1
der einband,found leather,1,short)King K:1
der einband,suggested cover,1,short)King K:1
der einband,myriam krutzsch,1,short)King K:1
krutzsch giinter,museum berlin,1,short)King K:1
cover belongs,krutzsch giinter,1,short)King K:1
date fit,krutzsch giinter,1,short)King K:1
krutzsch giinter,papyrus berolinensis,1,short)King K:1
krutzsch giinter,whose size,1,short)King K:1
codex see,krutzsch giinter,1,short)King K:1
egyptian museum,krutzsch giinter,1,short)King K:1
krutzsch giinter,size date,1,short)King K:1
cover whose,krutzsch giinter,1,short)King K:1
des koptisch-gnostischen,krutzsch giinter,1,short)King K:1
einband des,krutzsch giinter,1,short)King K:1
curators egyptian,krutzsch giinter,1,short)King K:1
krutzsch giinter,recently found,1,short)King K:1
fit berlin,krutzsch giinter,1,short)King K:1
belongs berlin,krutzsch giinter,1,short)King K:1
koptisch-gnostischen kodex,krutzsch giinter,1,short)King K:1
found leather,krutzsch giinter,1,short)King K:1
krutzsch giinter,suggested cover,1,short)King K:1
krutzsch giinter,myriam krutzsch,1,short)King K:1
cover belongs,museum berlin,1,short)King K:1
date fit,museum berlin,1,short)King K:1
museum berlin,papyrus berolinensis,1,short)King K:1
museum berlin,whose size,1,short)King K:1
codex see,museum berlin,1,short)King K:1
egyptian museum,museum berlin,1,short)King K:1
museum berlin,size date,1,short)King K:1
cover whose,museum berlin,1,short)King K:1
des koptisch-gnostischen,museum berlin,1,short)King K:1
einband des,museum berlin,1,short)King K:1
curators egyptian,museum berlin,1,short)King K:1
museum berlin,recently found,1,short)King K:1
fit berlin,museum berlin,1,short)King K:1
belongs berlin,museum berlin,1,short)King K:1
koptisch-gnostischen kodex,museum berlin,1,short)King K:1
found leather,museum berlin,1,short)King K:1
museum berlin,suggested cover,1,short)King K:1
museum berlin,myriam krutzsch,1,short)King K:1
cover belongs,date fit,1,short)King K:1
cover belongs,papyrus berolinensis,1,short)King K:1
cover belongs,whose size,1,short)King K:1
codex see,cover belongs,1,short)King K:1
cover belongs,egyptian museum,1,short)King K:1
cover belongs,size date,1,short)King K:1
cover belongs,cover whose,1,short)King K:1
cover belongs,des koptisch-gnostischen,1,short)King K:1
cover belongs,einband des,1,short)King K:1
cover belongs,curators egyptian,1,short)King K:1
cover belongs,recently found,1,short)King K:1
cover belongs,fit berlin,1,short)King K:1
belongs berlin,cover belongs,1,short)King K:1
cover belongs,koptisch-gnostischen kodex,1,short)King K:1
cover belongs,found leather,1,short)King K:1
cover belongs,suggested cover,1,short)King K:1
cover belongs,myriam krutzsch,1,short)King K:1
date fit,papyrus berolinensis,1,short)King K:1
date fit,whose size,1,short)King K:1
codex see,date fit,1,short)King K:1
date fit,egyptian museum,1,short)King K:1
date fit,size date,1,short)King K:1
cover whose,date fit,1,short)King K:1
date fit,des koptisch-gnostischen,1,short)King K:1
date fit,einband des,1,short)King K:1
curators egyptian,date fit,1,short)King K:1
date fit,recently found,1,short)King K:1
date fit,fit berlin,1,short)King K:1
belongs berlin,date fit,1,short)King K:1
date fit,koptisch-gnostischen kodex,1,short)King K:1
date fit,found leather,1,short)King K:1
date fit,suggested cover,1,short)King K:1
date fit,myriam krutzsch,1,short)King K:1
papyrus berolinensis,whose size,1,short)King K:1
codex see,papyrus berolinensis,1,short)King K:1
egyptian museum,papyrus berolinensis,1,short)King K:1
papyrus berolinensis,size date,1,short)King K:1
cover whose,papyrus berolinensis,1,short)King K:1
des koptisch-gnostischen,papyrus berolinensis,1,short)King K:1
einband des,papyrus berolinensis,2,short)King K:2
curators egyptian,papyrus berolinensis,1,short)King K:1
papyrus berolinensis,recently found,1,short)King K:1
fit berlin,papyrus berolinensis,1,short)King K:1
belongs berlin,papyrus berolinensis,1,short)King K:1
koptisch-gnostischen kodex,papyrus berolinensis,1,short)King K:1
found leather,papyrus berolinensis,1,short)King K:1
papyrus berolinensis,suggested cover,1,short)King K:1
myriam krutzsch,papyrus berolinensis,1,short)King K:1
codex see,whose size,1,short)King K:1
egyptian museum,whose size,1,short)King K:1
size date,whose size,1,short)King K:1
cover whose,whose size,1,short)King K:1
des koptisch-gnostischen,whose size,1,short)King K:1
einband des,whose size,1,short)King K:1
curators egyptian,whose size,1,short)King K:1
recently found,whose size,1,short)King K:1
fit berlin,whose size,1,short)King K:1
belongs berlin,whose size,1,short)King K:1
koptisch-gnostischen kodex,whose size,1,short)King K:1
found leather,whose size,1,short)King K:1
suggested cover,whose size,1,short)King K:1
myriam krutzsch,whose size,1,short)King K:1
codex see,egyptian museum,1,short)King K:1
codex see,size date,1,short)King K:1
codex see,cover whose,1,short)King K:1
codex see,des koptisch-gnostischen,1,short)King K:1
codex see,einband des,1,short)King K:1
codex see,curators egyptian,1,short)King K:1
codex see,recently found,1,short)King K:1
codex see,fit berlin,1,short)King K:1
belongs berlin,codex see,1,short)King K:1
codex see,koptisch-gnostischen kodex,1,short)King K:1
codex see,found leather,1,short)King K:1
codex see,suggested cover,1,short)King K:1
codex see,myriam krutzsch,1,short)King K:1
egyptian museum,size date,1,short)King K:1
cover whose,egyptian museum,1,short)King K:1
des koptisch-gnostischen,egyptian museum,1,short)King K:1
egyptian museum,einband des,1,short)King K:1
curators egyptian,egyptian museum,1,short)King K:1
egyptian museum,recently found,1,short)King K:1
egyptian museum,fit berlin,1,short)King K:1
belongs berlin,egyptian museum,1,short)King K:1
egyptian museum,koptisch-gnostischen kodex,1,short)King K:1
egyptian museum,found leather,1,short)King K:1
egyptian museum,suggested cover,1,short)King K:1
egyptian museum,myriam krutzsch,1,short)King K:1
cover whose,size date,1,short)King K:1
des koptisch-gnostischen,size date,1,short)King K:1
einband des,size date,1,short)King K:1
curators egyptian,size date,1,short)King K:1
recently found,size date,1,short)King K:1
fit berlin,size date,1,short)King K:1
belongs berlin,size date,1,short)King K:1
koptisch-gnostischen kodex,size date,1,short)King K:1
found leather,size date,1,short)King K:1
size date,suggested cover,1,short)King K:1
myriam krutzsch,size date,1,short)King K:1
cover whose,des koptisch-gnostischen,1,short)King K:1
cover whose,einband des,1,short)King K:1
cover whose,curators egyptian,1,short)King K:1
cover whose,recently found,1,short)King K:1
cover whose,fit berlin,1,short)King K:1
belongs berlin,cover whose,1,short)King K:1
cover whose,koptisch-gnostischen kodex,1,short)King K:1
cover whose,found leather,1,short)King K:1
cover whose,suggested cover,1,short)King K:1
cover whose,myriam krutzsch,1,short)King K:1
des koptisch-gnostischen,einband des,1,short)King K:1
curators egyptian,des koptisch-gnostischen,1,short)King K:1
des koptisch-gnostischen,recently found,1,short)King K:1
des koptisch-gnostischen,fit berlin,1,short)King K:1
belongs berlin,des koptisch-gnostischen,1,short)King K:1
des koptisch-gnostischen,koptisch-gnostischen kodex,1,short)King K:1
des koptisch-gnostischen,found leather,1,short)King K:1
des koptisch-gnostischen,suggested cover,1,short)King K:1
des koptisch-gnostischen,myriam krutzsch,1,short)King K:1
curators egyptian,einband des,1,short)King K:1
einband des,recently found,1,short)King K:1
einband des,fit berlin,1,short)King K:1
belongs berlin,einband des,1,short)King K:1
einband des,koptisch-gnostischen kodex,1,short)King K:1
einband des,found leather,1,short)King K:1
einband des,suggested cover,1,short)King K:1
einband des,myriam krutzsch,1,short)King K:1
curators egyptian,recently found,1,short)King K:1
curators egyptian,fit berlin,1,short)King K:1
belongs berlin,curators egyptian,1,short)King K:1
curators egyptian,koptisch-gnostischen kodex,1,short)King K:1
curators egyptian,found leather,1,short)King K:1
curators egyptian,suggested cover,1,short)King K:1
curators egyptian,myriam krutzsch,1,short)King K:1
fit berlin,recently found,1,short)King K:1
belongs berlin,recently found,1,short)King K:1
koptisch-gnostischen kodex,recently found,1,short)King K:1
found leather,recently found,1,short)King K:1
recently found,suggested cover,1,short)King K:1
myriam krutzsch,recently found,1,short)King K:1
belongs berlin,fit berlin,1,short)King K:1
fit berlin,koptisch-gnostischen kodex,1,short)King K:1
fit berlin,found leather,1,short)King K:1
fit berlin,suggested cover,1,short)King K:1
fit berlin,myriam krutzsch,1,short)King K:1
belongs berlin,koptisch-gnostischen kodex,1,short)King K:1
belongs berlin,found leather,1,short)King K:1
belongs berlin,suggested cover,1,short)King K:1
belongs berlin,myriam krutzsch,1,short)King K:1
found leather,koptisch-gnostischen kodex,1,short)King K:1
koptisch-gnostischen kodex,suggested cover,1,short)King K:1
koptisch-gnostischen kodex,myriam krutzsch,1,short)King K:1
found leather,suggested cover,1,short)King K:1
found leather,myriam krutzsch,1,short)King K:1
myriam krutzsch,suggested cover,1,short)King K:1
disorder account,middle work,1,short)King K:1
middle work,six pages,1,short)King K:1
account fact,middle work,1,short)King K:1
first six,middle work,1,short)King K:1
middle work,pages middle,1,short)King K:1
middle work,pages lost,1,short)King K:1
four additional,middle work,1,short)King K:1
fact first,middle work,1,short)King K:1
lost four,middle work,1,short)King K:1
additional pages,middle work,1,short)King K:1
disorder account,six pages,1,short)King K:1
account fact,disorder account,1,short)King K:1
disorder account,first six,1,short)King K:1
disorder account,pages middle,1,short)King K:1
disorder account,pages lost,1,short)King K:1
disorder account,four additional,1,short)King K:1
disorder account,fact first,1,short)King K:1
disorder account,lost four,1,short)King K:1
additional pages,disorder account,1,short)King K:1
account fact,six pages,1,short)King K:1
first six,six pages,1,short)King K:1
pages middle,six pages,1,short)King K:1
pages lost,six pages,1,short)King K:1
four additional,six pages,1,short)King K:1
fact first,six pages,1,short)King K:1
lost four,six pages,1,short)King K:1
additional pages,six pages,1,short)King K:1
account fact,first six,1,short)King K:1
account fact,pages middle,1,short)King K:1
account fact,pages lost,1,short)King K:1
account fact,four additional,1,short)King K:1
account fact,fact first,1,short)King K:1
account fact,lost four,1,short)King K:1
account fact,additional pages,1,short)King K:1
first six,pages middle,1,short)King K:1
first six,pages lost,1,short)King K:1
first six,four additional,1,short)King K:1
fact first,first six,1,short)King K:1
first six,lost four,1,short)King K:1
additional pages,first six,1,short)King K:1
pages lost,pages middle,1,short)King K:1
four additional,pages middle,1,short)King K:1
fact first,pages middle,1,short)King K:1
lost four,pages middle,1,short)King K:1
additional pages,pages middle,1,short)King K:1
four additional,pages lost,1,short)King K:1
fact first,pages lost,1,short)King K:1
lost four,pages lost,1,short)King K:1
additional pages,pages lost,1,short)King K:1
fact first,four additional,1,short)King K:1
four additional,lost four,1,short)King K:1
additional pages,four additional,1,short)King K:1
fact first,lost four,1,short)King K:1
additional pages,fact first,1,short)King K:1
additional pages,lost four,1,short)King K:1
easy imagine,hopes independent,1,short)King K:1
hopes independent,perhaps hopes,1,short)King K:1
hopes independent,removed perhaps,1,short)King K:1
hopes independent,imagine top,1,short)King K:1
hopes independent,top pages,1,short)King K:1
hopes independent,sale reason,1,short)King K:1
hopes independent,independent sale,1,short)King K:1
hopes independent,pages would,1,short)King K:1
hopes independent,reason extracting,1,short)King K:1
hopes independent,would removed,1,short)King K:1
easy imagine,perhaps hopes,1,short)King K:1
easy imagine,removed perhaps,1,short)King K:1
easy imagine,imagine top,1,short)King K:1
easy imagine,top pages,1,short)King K:1
easy imagine,sale reason,1,short)King K:1
easy imagine,independent sale,1,short)King K:1
easy imagine,pages would,1,short)King K:1
easy imagine,reason extracting,1,short)King K:1
easy imagine,would removed,1,short)King K:1
perhaps hopes,removed perhaps,1,short)King K:1
imagine top,perhaps hopes,1,short)King K:1
perhaps hopes,top pages,1,short)King K:1
perhaps hopes,sale reason,1,short)King K:1
independent sale,perhaps hopes,1,short)King K:1
pages would,perhaps hopes,1,short)King K:1
perhaps hopes,reason extracting,1,short)King K:1
perhaps hopes,would removed,1,short)King K:1
imagine top,removed perhaps,1,short)King K:1
removed perhaps,top pages,1,short)King K:1
removed perhaps,sale reason,1,short)King K:1
independent sale,removed perhaps,1,short)King K:1
pages would,removed perhaps,1,short)King K:1
reason extracting,removed perhaps,1,short)King K:1
removed perhaps,would removed,1,short)King K:1
imagine top,top pages,1,short)King K:1
imagine top,sale reason,1,short)King K:1
imagine top,independent sale,1,short)King K:1
imagine top,pages would,1,short)King K:1
imagine top,reason extracting,1,short)King K:1
imagine top,would removed,1,short)King K:1
sale reason,top pages,1,short)King K:1
independent sale,top pages,1,short)King K:1
pages would,top pages,1,short)King K:1
reason extracting,top pages,1,short)King K:1
top pages,would removed,1,short)King K:1
independent sale,sale reason,1,short)King K:1
pages would,sale reason,1,short)King K:1
reason extracting,sale reason,1,short)King K:1
sale reason,would removed,1,short)King K:1
independent sale,pages would,1,short)King K:1
independent sale,reason extracting,1,short)King K:1
independent sale,would removed,1,short)King K:1
pages would,reason extracting,1,short)King K:1
pages would,would removed,1,short)King K:1
reason extracting,would removed,1,short)King K:1
clear unless,unless jumble,1,short)King K:1
jumble come,unless jumble,1,short)King K:1
less clear,unless jumble,1,short)King K:1
come follow,unless jumble,1,short)King K:1
clear unless,jumble come,1,short)King K:1
clear unless,less clear,1,short)King K:1
clear unless,come follow,1,short)King K:1
jumble come,less clear,1,short)King K:1
come follow,jumble come,1,short)King K:1
come follow,less clear,1,short)King K:1
pages took,took top,1,short)King K:1
took top,top five,1,short)King K:1
took pages,took top,1,short)King K:1
ten pages,took top,1,short)King K:1
took top,whoever took,1,short)King K:1
thus whoever,took top,1,short)King K:1
leaves ten,took top,1,short)King K:1
five leaves,took top,1,short)King K:1
pages took,top five,1,short)King K:1
pages took,took pages,1,short)King K:1
pages took,ten pages,1,short)King K:1
pages took,whoever took,1,short)King K:1
pages took,thus whoever,1,short)King K:1
leaves ten,pages took,1,short)King K:1
five leaves,pages took,1,short)King K:1
took pages,top five,1,short)King K:1
ten pages,top five,1,short)King K:1
top five,whoever took,1,short)King K:1
thus whoever,top five,1,short)King K:1
leaves ten,top five,1,short)King K:1
five leaves,top five,1,short)King K:1
ten pages,took pages,1,short)King K:1
took pages,whoever took,1,short)King K:1
thus whoever,took pages,1,short)King K:1
leaves ten,took pages,1,short)King K:1
five leaves,took pages,1,short)King K:1
ten pages,whoever took,1,short)King K:1
ten pages,thus whoever,1,short)King K:1
leaves ten,ten pages,1,short)King K:1
five leaves,ten pages,1,short)King K:1
thus whoever,whoever took,1,short)King K:1
leaves ten,whoever took,1,short)King K:1
five leaves,whoever took,1,short)King K:1
leaves ten,thus whoever,1,short)King K:1
five leaves,thus whoever,1,short)King K:1
five leaves,leaves ten,1,short)King K:1
gospel aucy,tke gospel,1,short)King K:1
aucy aagda,gospel aucy,1,short)King K:1
aucy aagda,tke gospel,1,short)King K:1
first mistakenly,work apjohn,1,short)King K:1
first mistakenly,mistakenly thought,1,short)King K:1
first mistakenly,gmary part,1,short)King K:1
another work,first mistakenly,1,short)King K:1
first mistakenly,pages order,1,short)King K:1
first mistakenly,part another,1,short)King K:1
first mistakenly,order schmidt,1,short)King K:1
first mistakenly,thought gmary,1,short)King K:1
first mistakenly,schmidt first,1,short)King K:1
mistakenly thought,work apjohn,1,short)King K:1
gmary part,work apjohn,1,short)King K:1
another work,work apjohn,1,short)King K:1
pages order,work apjohn,1,short)King K:1
part another,work apjohn,1,short)King K:1
order schmidt,work apjohn,1,short)King K:1
thought gmary,work apjohn,1,short)King K:1
schmidt first,work apjohn,1,short)King K:1
gmary part,mistakenly thought,1,short)King K:1
another work,mistakenly thought,1,short)King K:1
mistakenly thought,pages order,1,short)King K:1
mistakenly thought,part another,1,short)King K:1
mistakenly thought,order schmidt,1,short)King K:1
mistakenly thought,thought gmary,1,short)King K:1
mistakenly thought,schmidt first,1,short)King K:1
another work,gmary part,1,short)King K:1
gmary part,pages order,1,short)King K:1
gmary part,part another,1,short)King K:1
gmary part,order schmidt,1,short)King K:1
gmary part,thought gmary,1,short)King K:1
gmary part,schmidt first,1,short)King K:1
another work,pages order,1,short)King K:1
another work,part another,1,short)King K:1
another work,order schmidt,1,short)King K:1
another work,thought gmary,1,short)King K:1
another work,schmidt first,1,short)King K:1
pages order,part another,1,short)King K:1
order schmidt,pages order,1,short)King K:1
pages order,thought gmary,1,short)King K:1
pages order,schmidt first,1,short)King K:1
order schmidt,part another,1,short)King K:1
part another,thought gmary,1,short)King K:1
part another,schmidt first,1,short)King K:1
order schmidt,thought gmary,1,short)King K:1
order schmidt,schmidt first,1,short)King K:1
schmidt first,thought gmary,1,short)King K:1
became clear,gmary work,1,short)King K:1
became clear,got straightened,1,short)King K:1
became clear,straightened became,1,short)King K:1
became clear,work right,1,short)King K:1
became clear,confusion got,1,short)King K:1
became clear,clear gmary,1,short)King K:1
gmary work,got straightened,1,short)King K:1
gmary work,straightened became,1,short)King K:1
gmary work,work right,1,short)King K:1
confusion got,gmary work,1,short)King K:1
clear gmary,gmary work,1,short)King K:1
got straightened,straightened became,1,short)King K:1
got straightened,work right,1,short)King K:1
confusion got,got straightened,1,short)King K:1
clear gmary,got straightened,1,short)King K:1
straightened became,work right,1,short)King K:1
confusion got,straightened became,1,short)King K:1
clear gmary,straightened became,1,short)King K:1
confusion got,work right,1,short)King K:1
clear gmary,work right,1,short)King K:1
clear gmary,confusion got,1,short)King K:1
jjnostischen schriften,till schenke,4,short)King K:4
jjnostischen schriften,schenke die,4,short)King K:4
die jjnostischen,jjnostischen schriften,4,short)King K:4
die jjnostischen,till schenke,4,short)King K:4
die jjnostischen,schenke die,4,short)King K:4
die gnostischen,see till,4,short)King K:4
die gnostischen,up-dated version,1,short)King K:1
die gnostischen,published up-dated,1,short)King K:1
die gnostischen,version see,1,short)King K:1
die gnostischen,schenke published,1,short)King K:1
schenke die,see till,4,short)King K:4
schenke die,up-dated version,1,short)King K:1
published up-dated,schenke die,1,short)King K:1
schenke die,version see,1,short)King K:1
schenke die,schenke published,1,short)King K:1
gnostischen schriften,see till,4,short)King K:4
gnostischen schriften,up-dated version,1,short)King K:1
gnostischen schriften,published up-dated,1,short)King K:1
gnostischen schriften,version see,1,short)King K:1
gnostischen schriften,schenke published,1,short)King K:1
see till,up-dated version,1,short)King K:1
published up-dated,see till,1,short)King K:1
see till,version see,1,short)King K:1
schenke published,see till,1,short)King K:1
see till,till schenke,5,short)King K:5
published up-dated,up-dated version,1,short)King K:1
up-dated version,version see,1,short)King K:1
schenke published,up-dated version,1,short)King K:1
till schenke,up-dated version,1,short)King K:1
published up-dated,version see,1,short)King K:1
published up-dated,schenke published,1,short)King K:1
published up-dated,till schenke,1,short)King K:1
schenke published,version see,1,short)King K:1
till schenke,version see,1,short)King K:1
schenke published,till schenke,1,short)King K:1
gospel mary,marie george,1,short)King K:1
george macrae,gospel mary,2,short)King K:2
gospel mary,mary offered,1,short)King K:1
gospel mary,pasquier evanjjile,1,short)King K:1
gospel mary,macrae gospel,3,short)King K:3
gospel mary,offered new,1,short)King K:1
gospel mary,selon marie,2,short)King K:2
gospel mary,new readings,1,short)King K:1
evanjjile selon,gospel mary,1,short)King K:1
difficult passages,gospel mary,1,short)King K:1
gospel mary,readings difficult,1,short)King K:1
george macrae,marie george,1,short)King K:1
marie george,mary offered,1,short)King K:1
marie george,pasquier evanjjile,1,short)King K:1
macrae gospel,marie george,1,short)King K:1
marie george,offered new,1,short)King K:1
marie george,selon marie,1,short)King K:1
marie george,new readings,1,short)King K:1
evanjjile selon,marie george,1,short)King K:1
difficult passages,marie george,1,short)King K:1
marie george,readings difficult,1,short)King K:1
george macrae,mary offered,1,short)King K:1
george macrae,pasquier evanjjile,1,short)King K:1
george macrae,macrae gospel,2,short)King K:2
george macrae,offered new,1,short)King K:1
george macrae,selon marie,1,short)King K:1
george macrae,new readings,1,short)King K:1
evanjjile selon,george macrae,1,short)King K:1
difficult passages,george macrae,1,short)King K:1
george macrae,readings difficult,1,short)King K:1
mary offered,pasquier evanjjile,1,short)King K:1
macrae gospel,mary offered,1,short)King K:1
mary offered,offered new,1,short)King K:1
mary offered,selon marie,1,short)King K:1
mary offered,new readings,1,short)King K:1
evanjjile selon,mary offered,1,short)King K:1
difficult passages,mary offered,1,short)King K:1
mary offered,readings difficult,1,short)King K:1
macrae gospel,pasquier evanjjile,1,short)King K:1
offered new,pasquier evanjjile,1,short)King K:1
pasquier evanjjile,selon marie,1,short)King K:1
new readings,pasquier evanjjile,1,short)King K:1
evanjjile selon,pasquier evanjjile,1,short)King K:1
difficult passages,pasquier evanjjile,1,short)King K:1
pasquier evanjjile,readings difficult,1,short)King K:1
macrae gospel,offered new,1,short)King K:1
macrae gospel,selon marie,2,short)King K:2
macrae gospel,new readings,1,short)King K:1
evanjjile selon,macrae gospel,1,short)King K:1
difficult passages,macrae gospel,1,short)King K:1
macrae gospel,readings difficult,1,short)King K:1
offered new,selon marie,1,short)King K:1
new readings,offered new,1,short)King K:1
evanjjile selon,offered new,1,short)King K:1
difficult passages,offered new,1,short)King K:1
offered new,readings difficult,1,short)King K:1
new readings,selon marie,1,short)King K:1
evanjjile selon,selon marie,1,short)King K:1
difficult passages,selon marie,1,short)King K:1
readings difficult,selon marie,1,short)King K:1
evanjjile selon,new readings,1,short)King K:1
difficult passages,new readings,1,short)King K:1
new readings,readings difficult,1,short)King K:1
difficult passages,evanjjile selon,1,short)King K:1
evanjjile selon,readings difficult,1,short)King K:1
difficult passages,readings difficult,1,short)King K:1
papyrus berolinensis,und der,2,short)King K:2
papyrus berolinensis,see summary,1,short)King K:1
papyrus berolinensis,schenke carl,1,short)King K:1
papyrus berolinensis,schmidt und,2,short)King K:2
der papyrus,papyrus berolinensis,2,short)King K:2
papyrus berolinensis,summary schenke,1,short)King K:1
carl schmidt,papyrus berolinensis,2,short)King K:2
see summary,und der,1,short)King K:1
schenke carl,und der,1,short)King K:1
schmidt und,und der,2,short)King K:2
der papyrus,und der,2,short)King K:2
summary schenke,und der,1,short)King K:1
carl schmidt,und der,2,short)King K:2
schenke carl,see summary,1,short)King K:1
schmidt und,see summary,1,short)King K:1
der papyrus,see summary,1,short)King K:1
see summary,summary schenke,1,short)King K:1
carl schmidt,see summary,1,short)King K:1
schenke carl,schmidt und,1,short)King K:1
der papyrus,schenke carl,1,short)King K:1
schenke carl,summary schenke,1,short)King K:1
carl schmidt,schenke carl,1,short)King K:1
der papyrus,schmidt und,2,short)King K:2
schmidt und,summary schenke,1,short)King K:1
carl schmidt,schmidt und,2,short)King K:2
der papyrus,summary schenke,1,short)King K:1
carl schmidt,der papyrus,2,short)King K:2
carl schmidt,summary schenke,1,short)King K:1
die griechischen,liihrmann die,1,short)King K:1
liihrmann die,see liihrmann,1,short)King K:1
griechischen fragmente,liihrmann die,1,short)King K:1
die griechischen,see liihrmann,1,short)King K:1
die griechischen,griechischen fragmente,2,short)King K:2
griechischen fragmente,see liihrmann,1,short)King K:1
compare matt,matt mark,1,short)King K:1
compare matt,mark luke,1,short)King K:1
acts john,compare matt,1,short)King K:1
compare matt,luke acts,1,short)King K:1
mark luke,matt mark,3,short)King K:3
acts john,matt mark,2,short)King K:2
luke acts,matt mark,3,short)King K:3
acts john,mark luke,2,short)King K:2
luke acts,mark luke,3,short)King K:3
acts john,luke acts,2,short)King K:2
die zweite,see discussion,1,short)King K:1
die zweite,zweite lehre,10,short)King K:10
die zweite,discussion hartenstein,1,short)King K:1
die zweite,hartenstein die,9,short)King K:9
see discussion,zweite lehre,1,short)King K:1
discussion hartenstein,see discussion,1,short)King K:1
hartenstein die,see discussion,1,short)King K:1
discussion hartenstein,zweite lehre,1,short)King K:1
hartenstein die,zweite lehre,9,short)King K:9
discussion hartenstein,hartenstein die,1,short)King K:1
perkins gnostic,see perkins,4,short)King K:4
post-resurrection dialogues,see perkins,1,short)King K:1
dialogues see,see perkins,1,short)King K:1
gnostic dialogue,see perkins,4,short)King K:4
perkins gnostic,post-resurrection dialogues,1,short)King K:1
dialogues see,perkins gnostic,1,short)King K:1
gnostic dialogue,perkins gnostic,6,short)King K:6
dialogues see,post-resurrection dialogues,1,short)King K:1
gnostic dialogue,post-resurrection dialogues,1,short)King K:1
dialogues see,gnostic dialogue,1,short)King K:1
dialogue esp,gnostic dialogue,1,short)King K:1
dialogue esp,see perkins,1,short)King K:1
dialogue esp,perkins gnostic,1,short)King K:1
gmary post-resurrection,perkins classifies,1,short)King K:1
genre gmary,perkins classifies,1,short)King K:1
classifies genre,perkins classifies,1,short)King K:1
perkins classifies,see gnostic,1,short)King K:1
dialogue see,perkins classifies,1,short)King K:1
perkins classifies,post-resurrection dialogue,1,short)King K:1
gnostic dialogue,perkins classifies,1,short)King K:1
genre gmary,gmary post-resurrection,1,short)King K:1
classifies genre,gmary post-resurrection,1,short)King K:1
gmary post-resurrection,see gnostic,1,short)King K:1
dialogue see,gmary post-resurrection,1,short)King K:1
gmary post-resurrection,post-resurrection dialogue,1,short)King K:1
gmary post-resurrection,gnostic dialogue,1,short)King K:1
classifies genre,genre gmary,1,short)King K:1
genre gmary,see gnostic,1,short)King K:1
dialogue see,genre gmary,1,short)King K:1
genre gmary,post-resurrection dialogue,1,short)King K:1
genre gmary,gnostic dialogue,1,short)King K:1
classifies genre,see gnostic,1,short)King K:1
classifies genre,dialogue see,1,short)King K:1
classifies genre,post-resurrection dialogue,1,short)King K:1
classifies genre,gnostic dialogue,1,short)King K:1
dialogue see,see gnostic,1,short)King K:1
post-resurrection dialogue,see gnostic,1,short)King K:1
gnostic dialogue,see gnostic,2,short)King K:2
dialogue see,post-resurrection dialogue,1,short)King K:1
dialogue see,gnostic dialogue,1,short)King K:1
gnostic dialogue,post-resurrection dialogue,1,short)King K:1
ancient christian,koester ancient,3,short)King K:3
ancient christian,christian gospels,8,short)King K:8
ancient christian,see koester,2,short)King K:2
christian gospels,koester ancient,3,short)King K:3
koester ancient,see koester,2,short)King K:2
christian gospels,see koester,2,short)King K:2
gospel mary,mary cate,1,short)King K:1
cate gorized,gospel mary,1,short)King K:1
blatz gospel,gospel mary,2,short)King K:2
collins introduction,gospel mary,1,short)King K:1
fallon gnostic,gospel mary,1,short)King K:1
gospel mary,puech blatz,1,short)King K:1
apocalypse see,gospel mary,1,short)King K:1
discourse puech,gospel mary,1,short)King K:1
gospel mary,introduction fallon,1,short)King K:1
gnostic apocalypses,gospel mary,1,short)King K:1
